Date,Route ID
"17 May 2020, 13:19:57",20805569
"17 May 2020, 13:20:52",26985265
"17 May 2020, 13:23:04",27357226
"17 May 2020, 13:24:46",24552904
"17 May 2020, 13:24:52",27356784
"17 May 2020, 13:25:02",24561851
"17 May 2020, 13:31:12",27357697
"17 May 2020, 13:35:56",27357975
"17 May 2020, 20:09:11",27381462
