Date,Segment ID
"3 Oct 2014, 08:06:52",3393845
"3 Oct 2014, 08:07:00",2511141
"23 Jan 2016, 10:56:50",2463504
"18 Jul 2017, 07:59:56",1404493
"15 Oct 2017, 08:49:05",15046338
"14 Nov 2017, 11:33:09",15567637
"23 Aug 2019, 12:20:43",2771537
