Kudos Date,Kudos Type,Parent ID
"31 Aug 2016, 16:23:44",Activity,695675553
"2 Sep 2016, 14:25:12",Activity,697250981
"2 Sep 2016, 14:25:22",Activity,697625560
"3 Sep 2016, 11:28:05",Activity,698751386
"3 Sep 2016, 11:28:24",Activity,698588785
"3 Sep 2016, 16:44:51",Activity,699003185
"6 Sep 2016, 17:47:03",Activity,702639984
"10 Sep 2016, 11:57:07",Activity,706341855
"11 Sep 2016, 08:04:17",Activity,707489592
"11 Sep 2016, 08:04:45",Activity,707414742
"11 Sep 2016, 15:59:20",Activity,708625705
"12 Sep 2016, 09:01:22",Activity,708409991
"13 Sep 2016, 09:54:50",Activity,710208323
"13 Sep 2016, 18:08:04",Activity,711008525
"15 Sep 2016, 19:41:47",Activity,713408133
"18 Sep 2016, 09:51:20",Activity,716201880
"20 Sep 2016, 12:28:40",Activity,715647822
"20 Sep 2016, 19:10:54",Activity,719016282
"22 Sep 2016, 07:11:50",Activity,720173725
"22 Sep 2016, 18:47:51",Activity,721372212
"24 Sep 2016, 20:20:46",Activity,723641636
"25 Sep 2016, 21:23:40",Activity,724914011
"26 Sep 2016, 11:20:15",Activity,725414303
"27 Sep 2016, 09:05:43",Activity,726419658
"27 Sep 2016, 11:55:08",Activity,726419655
"29 Sep 2016, 08:36:18",Activity,728432138
"29 Sep 2016, 08:39:02",Activity,728585720
"30 Sep 2016, 08:42:37",Activity,729582903
"2 Oct 2016, 14:29:04",Activity,732010338
"3 Oct 2016, 17:51:06",Activity,733286246
"4 Oct 2016, 21:25:20",Activity,734443056
"5 Oct 2016, 16:34:46",Activity,735188962
"6 Oct 2016, 13:50:44",Activity,736031591
"7 Oct 2016, 07:28:08",Activity,736278607
"7 Oct 2016, 16:49:02",Activity,737141435
"9 Oct 2016, 08:40:57",Activity,738384959
"10 Oct 2016, 20:32:52",Activity,740734983
"10 Oct 2016, 20:32:58",Activity,740734930
"12 Oct 2016, 18:02:59",Activity,742687463
"15 Oct 2016, 18:05:31",Activity,745592701
"15 Oct 2016, 18:05:37",Activity,745592507
"16 Oct 2016, 10:25:21",Activity,746251024
"16 Oct 2016, 19:27:52",Activity,746948882
"17 Oct 2016, 13:36:45",Activity,747559147
"18 Oct 2016, 10:23:41",Activity,747928376
"19 Oct 2016, 18:37:02",Activity,749747648
"19 Oct 2016, 18:37:45",Activity,748825166
"20 Oct 2016, 13:58:06",Activity,750481362
"20 Oct 2016, 21:53:31",Activity,750821773
"22 Oct 2016, 16:10:52",Activity,752540030
"23 Oct 2016, 12:56:33",Activity,753198990
"24 Oct 2016, 12:23:37",Activity,754481484
"27 Oct 2016, 14:51:32",Activity,757350482
"29 Oct 2016, 15:57:26",Activity,759465307
"30 Oct 2016, 19:09:41",Activity,760652584
"1 Nov 2016, 13:44:56",Activity,762573278
"3 Nov 2016, 18:48:29",Activity,764148261
"4 Nov 2016, 17:52:12",Activity,765582681
"6 Nov 2016, 14:06:41",Activity,767660616
"6 Nov 2016, 15:38:58",Activity,767730624
"13 Nov 2016, 09:41:29",Activity,772103676
"13 Nov 2016, 17:06:35",Activity,774483221
"13 Nov 2016, 17:06:42",Activity,774419541
"13 Nov 2016, 21:54:17",Activity,774660390
"15 Nov 2016, 15:49:02",Activity,776198773
"16 Nov 2016, 14:33:04",Activity,776453236
"23 Nov 2016, 09:15:43",Activity,782573311
"24 Nov 2016, 21:38:07",Activity,784488319
"24 Nov 2016, 21:38:09",Activity,784461043
"24 Nov 2016, 21:38:10",Activity,784463459
"25 Nov 2016, 16:44:17",Activity,785214982
"25 Nov 2016, 17:18:10",Activity,785214965
"27 Nov 2016, 19:33:50",Activity,787423764
"27 Nov 2016, 19:34:02",Activity,786184707
"30 Nov 2016, 15:15:45",Activity,789712575
"30 Nov 2016, 15:15:50",Activity,788725656
"2 Dec 2016, 14:50:13",Activity,791385048
"12 Dec 2016, 12:42:49",Activity,799185970
"13 Dec 2016, 12:05:46",Activity,801073144
"14 Dec 2016, 19:34:20",Activity,801690456
"14 Dec 2016, 19:35:16",Activity,801690438
"16 Dec 2016, 09:01:51",Activity,803298243
"16 Dec 2016, 12:27:26",Activity,803554302
"18 Dec 2016, 20:18:35",Activity,805651313
"20 Dec 2016, 14:38:23",Activity,807005639
"24 Dec 2016, 15:27:47",Activity,810371036
"26 Dec 2016, 16:21:52",Activity,811937536
"28 Dec 2016, 17:34:35",Activity,813967369
"28 Dec 2016, 17:34:36",Activity,813967377
"28 Dec 2016, 23:00:33",Activity,814028583
"1 Jan 2017, 15:39:04",Activity,816953108
"1 Jan 2017, 17:25:25",Activity,817808542
"2 Jan 2017, 16:10:22",Activity,818552087
"3 Jan 2017, 15:29:44",Feed Entry,61321941
"3 Jan 2017, 15:58:01",Activity,819872809
"7 Jan 2017, 14:09:59",Activity,823853696
"7 Jan 2017, 18:41:36",Activity,824269380
"7 Jan 2017, 18:41:44",Activity,824269363
"8 Jan 2017, 19:27:51",Activity,825440586
"9 Jan 2017, 12:05:46",Activity,825890846
"9 Jan 2017, 14:20:28",Activity,825422302
"9 Jan 2017, 19:43:32",Activity,826478935
"13 Jan 2017, 21:59:10",Activity,830681358
"13 Jan 2017, 22:41:51",Activity,830894492
"15 Jan 2017, 17:07:23",Activity,832956919
"17 Jan 2017, 12:47:05",Activity,834850033
"20 Jan 2017, 14:31:35",Activity,837951737
"21 Jan 2017, 10:00:41",Activity,838307024
